accession	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
CP195675	ENA|CP195675|CP195675.1|provirus_956560_990459	33900	Provirus	956560-990459	51	11	0.9771	NA	15	57.7450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195675	ENA|CP195675|CP195675.1|provirus_3492167_3544758	52592	Provirus	3492167-3544758	88	11	0.9689	NA	9	99.0179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195675	ENA|CP195675|CP195675.1|provirus_6037_61169	55133	Provirus	6037-61169	76	11	0.9582	NA	11	80.6500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195675	ENA|CP195675|CP195675.1|provirus_1527274_1593848	66575	Provirus	1527274-1593848	83	11	0.9452	NA	11	64.9111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195675	ENA|CP195675|CP195675.1|provirus_1740996_1819734	78739	Provirus	1740996-1819734	94	11	0.9268	NA	6	66.0149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195676	ENA|CP195676|CP195676.1	112330	No terminal repeats	NA	125	11	0.9416	NA	15	57.3656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195693	ENA|CP195693|CP195693.1|provirus_19_55942	55924	Provirus	19-55942	83	11	0.9685	NA	9	93.9673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195693	ENA|CP195693|CP195693.1|provirus_2738548_2788754	50207	Provirus	2738548-2788754	72	11	0.9613	NA	10	73.8210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195693	ENA|CP195693|CP195693.1|provirus_2431582_2496967	65386	Provirus	2431582-2496967	82	11	0.9377	NA	11	65.6606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195693	ENA|CP195693|CP195693.1|provirus_2198305_2294573	96269	Provirus	2198305-2294573	112	11	0.9232	NA	6	64.9353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195695	ENA|CP195695|CP195695.1|provirus_3526862_3568274	41413	Provirus	3526862-3568274	44	11	0.9756	NA	5	46.0275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195695	ENA|CP195695|CP195695.1|provirus_210629_278616	67988	Provirus	210629-278616	84	11	0.9511	NA	11	65.1566	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195695	ENA|CP195695|CP195695.1|provirus_433318_527919	94602	Provirus	433318-527919	111	11	0.9230	NA	6	76.0338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195698	ENA|CP195698|CP195698.1|provirus_3942790_3971410	28621	Provirus	3942790-3971410	46	11	0.9661	NA	4	46.9786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195698	ENA|CP195698|CP195698.1|provirus_1203657_1261894	58238	Provirus	1203657-1261894	72	11	0.9610	NA	9	68.6808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195698	ENA|CP195698|CP195698.1|provirus_2_21589	21588	Provirus	2-21589	27	11	0.9457	NA	6	28.0703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195698	ENA|CP195698|CP195698.1|provirus_3635830_3701213	65384	Provirus	3635830-3701213	81	11	0.9387	NA	11	65.6606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195698	ENA|CP195698|CP195698.1|provirus_3411666_3491205	79540	Provirus	3411666-3491205	92	11	0.9253	NA	6	67.2667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195705	ENA|CP195705|CP195705.1|provirus_2_41014	41013	Provirus	2-41014	63	11	0.9615	NA	11	65.2929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195705	ENA|CP195705|CP195705.1|provirus_3685920_3743782	57863	Provirus	3685920-3743782	74	11	0.9515	NA	11	70.9228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195705	ENA|CP195705|CP195705.1|provirus_1255364_1319609	64246	Provirus	1255364-1319609	86	11	0.9422	NA	10	73.5013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195705	ENA|CP195705|CP195705.1|provirus_1464239_1548758	84520	Provirus	1464239-1548758	94	11	0.9271	NA	6	66.6860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195881	ENA|CP195881|CP195881.1|provirus_89792_132068	42277	Provirus	89792-132068	65	11	0.9826	NA	15	98.0884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195881	ENA|CP195881|CP195881.1|provirus_542021_595413	53393	Provirus	542021-595413	72	11	0.9777	NA	11	100.3655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195881	ENA|CP195881|CP195881.1|provirus_1_28912	28912	Provirus	1-28912	28	11	0.9749	NA	9	33.9046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195881	ENA|CP195881|CP195881.1|provirus_2889715_2920104	30390	Provirus	2889715-2920104	49	11	0.9635	NA	3	45.1886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195881	ENA|CP195881|CP195881.1|provirus_807117_814336	7220	Provirus	807117-814336	16	11	0.8623	NA	1	13.1475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195991	ENA|CP195991|CP195991.1|provirus_2534049_2579736	45688	Provirus	2534049-2579736	70	11	0.9787	NA	15	80.2323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195991	ENA|CP195991|CP195991.1|provirus_1284947_1314380	29434	Provirus	1284947-1314380	49	11	0.9623	NA	11	47.6773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195991	ENA|CP195991|CP195991.1|provirus_1096109_1164847	68739	Provirus	1096109-1164847	87	11	0.9397	NA	10	65.9406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195992	ENA|CP195992|CP195992.1|provirus_2_47285	47284	Provirus	2-47285	48	11	0.9456	NA	11	29.6798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195992	ENA|CP195992|CP195992.1|provirus_59371_95491	36121	Provirus	59371-95491	46	11	0.9447	NA	3	24.8426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195994	ENA|CP195994|CP195994.1|provirus_2501607_2518833	17227	Provirus	2501607-2518833	22	11	0.9650	NA	2	22.1650	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195994	ENA|CP195994|CP195994.1|provirus_1173253_1224400	51148	Provirus	1173253-1224400	74	11	0.9599	NA	10	62.5902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195994	ENA|CP195994|CP195994.1|provirus_1026977_1087440	60464	Provirus	1026977-1087440	73	11	0.9398	NA	6	50.6325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195996	ENA|CP195996|CP195996.1|provirus_1892152_1936251	44100	Provirus	1892152-1936251	59	11	0.9672	NA	16	62.3901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195996	ENA|CP195996|CP195996.1|provirus_2499001_2518143	19143	Provirus	2499001-2518143	23	11	0.9651	NA	5	30.2491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195996	ENA|CP195996|CP195996.1|provirus_2251860_2291800	39941	Provirus	2251860-2291800	64	11	0.9593	NA	9	53.1411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195996	ENA|CP195996|CP195996.1|provirus_1177680_1199078	21399	Provirus	1177680-1199078	32	11	0.9491	NA	5	24.2032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195996	ENA|CP195996|CP195996.1|provirus_3232050_3265393	33344	Provirus	3232050-3265393	45	11	0.9216	NA	17	40.5751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195996	ENA|CP195996|CP195996.1|provirus_726951_753363	26413	Provirus	726951-753363	39	11	0.9003	NA	3	24.0065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195996	ENA|CP195996|CP195996.1|provirus_2165933_2182022	16090	Provirus	2165933-2182022	20	11	0.8951	NA	5	10.4898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP195997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP195999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196011	ENA|CP196011|CP196011.1|provirus_1936883_1978438	41556	Provirus	1936883-1978438	62	11	0.9767	NA	13	81.2576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196011	ENA|CP196011|CP196011.1|provirus_1745364_1784635	39272	Provirus	1745364-1784635	58	11	0.9736	NA	11	75.5530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196011	ENA|CP196011|CP196011.1|provirus_1823882_1874194	50313	Provirus	1823882-1874194	66	11	0.9620	NA	6	73.8387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196011	ENA|CP196011|CP196011.1|provirus_1124343_1137726	13384	Provirus	1124343-1137726	17	11	0.9149	NA	5	17.5630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196035	ENA|CP196035|CP196035.1|provirus_947667_992632	44966	Provirus	947667-992632	66	11	0.9682	NA	11	77.7217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196035	ENA|CP196035|CP196035.1|provirus_1777301_1820736	43436	Provirus	1777301-1820736	68	11	0.9666	NA	13	76.8046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196035	ENA|CP196035|CP196035.1|provirus_1175431_1184005	8575	Provirus	1175431-1184005	16	11	0.9248	NA	1	14.0096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196195	ENA|CP196195|CP196195.1|provirus_2724254_2778667	54414	Provirus	2724254-2778667	86	11	0.9745	NA	19	79.6528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196195	ENA|CP196195|CP196195.1|provirus_3130200_3180009	49810	Provirus	3130200-3180009	76	11	0.9744	NA	17	81.9450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196195	ENA|CP196195|CP196195.1|provirus_1192889_1239066	46178	Provirus	1192889-1239066	79	11	0.9666	NA	15	70.1800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196195	ENA|CP196195|CP196195.1|provirus_2368507_2411132	42626	Provirus	2368507-2411132	51	11	0.9605	NA	8	46.9359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196195	ENA|CP196195|CP196195.1|provirus_1380726_1419798	39073	Provirus	1380726-1419798	62	11	0.9386	NA	13	46.5778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196195	ENA|CP196195|CP196195.1|provirus_2601762_2632697	30936	Provirus	2601762-2632697	28	11	0.9211	NA	5	25.6711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196195	ENA|CP196195|CP196195.1|provirus_1695517_1781798	86282	Provirus	1695517-1781798	110	11	0.9192	NA	35	89.5469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196207	ENA|CP196207|CP196207.1|provirus_2279810_2322435	42626	Provirus	2279810-2322435	51	11	0.9605	NA	8	46.9359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196207	ENA|CP196207|CP196207.1|provirus_1189413_1236922	47510	Provirus	1189413-1236922	70	11	0.9605	NA	16	60.8912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196207	ENA|CP196207|CP196207.1|provirus_1654141_1691070	36930	Provirus	1654141-1691070	50	11	0.9514	NA	17	50.5003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196207	ENA|CP196207|CP196207.1|provirus_2994101_3019182	25082	Provirus	2994101-3019182	34	11	0.9449	NA	1	20.4222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196207	ENA|CP196207|CP196207.1|provirus_2513053_2543987	30935	Provirus	2513053-2543987	27	11	0.9255	NA	5	25.6711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196282	ENA|CP196282|CP196282.1|provirus_1778263_1824475	46213	Provirus	1778263-1824475	70	11	0.9811	NA	13	91.2013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_2641681_2694313	52633	Provirus	2641681-2694313	80	11	0.9786	NA	15	95.2942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_3737802_3799143	61342	Provirus	3737802-3799143	89	11	0.9759	NA	20	91.4949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_1664357_1702241	37885	Provirus	1664357-1702241	45	11	0.9746	NA	17	49.1160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_360124_375609	15486	Provirus	360124-375609	27	11	0.9680	NA	8	22.4637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_2861208_2876941	15734	Provirus	2861208-2876941	19	11	0.9661	NA	2	14.6439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_3532014_3544373	12360	Provirus	3532014-3544373	14	11	0.9609	NA	2	13.1264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_3926366_3943076	16711	Provirus	3926366-3943076	26	11	0.9574	NA	8	22.1733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196282	ENA|CP196282|CP196282.1|provirus_1223441_1243668	20228	Provirus	1223441-1243668	31	11	0.9294	NA	3	25.0138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196503	ENA|CP196503|CP196503.1|provirus_4407574_4440921	33348	Provirus	4407574-4440921	46	11	0.9704	NA	21	44.4199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196503	ENA|CP196503|CP196503.1|provirus_864972_884712	19741	Provirus	864972-884712	23	11	0.9525	NA	16	29.8380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196505	ENA|CP196505|CP196505.1|provirus_2000014_2042803	42790	Provirus	2000014-2042803	54	11	0.9801	NA	15	69.7324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196510	ENA|CP196510|CP196510.1|provirus_5208257_5240226	31970	Provirus	5208257-5240226	37	11	0.9701	NA	19	43.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196510	ENA|CP196510|CP196510.1|provirus_3092120_3113271	21152	Provirus	3092120-3113271	22	11	0.9685	NA	6	27.6793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196510	ENA|CP196510|CP196510.1|provirus_1230436_1247220	16785	Provirus	1230436-1247220	26	11	0.9645	NA	8	23.5704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196510	ENA|CP196510|CP196510.1|provirus_3648939_3677531	28593	Provirus	3648939-3677531	27	11	0.9614	NA	6	28.8774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196510	ENA|CP196510|CP196510.1|provirus_4482289_4498649	16361	Provirus	4482289-4498649	23	11	0.9604	NA	3	24.0512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196512	ENA|CP196512|CP196512.1|provirus_4524003_4557935	33933	Provirus	4524003-4557935	41	11	0.9685	NA	21	44.8060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196512	ENA|CP196512|CP196512.1|provirus_4010460_4028804	18345	Provirus	4010460-4028804	12	11	0.8553	NA	8	15.3299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196517	ENA|CP196517|CP196517.1|provirus_3393142_3410561	17420	Provirus	3393142-3410561	19	11	0.9519	NA	10	22.8881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196529	ENA|CP196529|CP196529.1|provirus_1301229_1345528	44300	Provirus	1301229-1345528	47	11	0.9771	NA	12	53.1444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196531	ENA|CP196531|CP196531.1|provirus_1967286_2028497	61212	Provirus	1967286-2028497	61	11	0.9610	NA	8	53.3442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196534	ENA|CP196534|CP196534.1|provirus_2862796_2907524	44729	Provirus	2862796-2907524	68	11	0.9730	NA	16	75.1311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196541	ENA|CP196541|CP196541.1|provirus_1114824_1158866	44043	Provirus	1114824-1158866	67	11	0.9798	NA	16	82.0557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196541	ENA|CP196541|CP196541.1|provirus_1995759_2039517	43759	Provirus	1995759-2039517	61	11	0.9796	NA	17	78.0352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196541	ENA|CP196541|CP196541.1|provirus_3074002_3110471	36470	Provirus	3074002-3110471	48	11	0.9715	NA	17	46.9478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196541	ENA|CP196541|CP196541.1|provirus_4013860_4049988	36129	Provirus	4013860-4049988	43	11	0.9648	NA	15	54.9714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196545	ENA|CP196545|CP196545.1|provirus_1882017_1922124	40108	Provirus	1882017-1922124	43	11	0.9755	NA	10	53.6456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196545	ENA|CP196545|CP196545.1|provirus_3920416_3970074	49659	Provirus	3920416-3970074	62	11	0.9750	NA	14	65.9269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196545	ENA|CP196545|CP196545.1|provirus_1657824_1693019	35196	Provirus	1657824-1693019	36	11	0.9663	NA	15	47.9010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196545	ENA|CP196545|CP196545.1|provirus_3455719_3472991	17273	Provirus	3455719-3472991	17	11	0.9636	NA	10	22.8881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196621	ENA|CP196621|CP196621.1|provirus_1940163_1972782	32620	Provirus	1940163-1972782	52	11	0.9743	NA	19	56.5475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196621	ENA|CP196621|CP196621.1|provirus_1864121_1898216	34096	Provirus	1864121-1898216	54	11	0.9713	NA	19	58.2423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196621	ENA|CP196621|CP196621.1|provirus_1529861_1548027	18167	Provirus	1529861-1548027	26	11	0.9377	NA	8	17.7610	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP196621	ENA|CP196621|CP196621.1|provirus_1166543_1178764	12222	Provirus	1166543-1178764	20	11	0.9059	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196622	ENA|CP196622|CP196622.1|provirus_214309_259319	45011	Provirus	214309-259319	54	11	0.9635	NA	13	59.2775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196623	ENA|CP196623|CP196623.1|provirus_1091166_1125261	34096	Provirus	1091166-1125261	54	11	0.9736	NA	19	58.2423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196623	ENA|CP196623|CP196623.1|provirus_1016600_1049219	32620	Provirus	1016600-1049219	52	11	0.9734	NA	19	56.5475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196623	ENA|CP196623|CP196623.1|provirus_1441381_1456694	15314	Provirus	1441381-1456694	22	11	0.9488	NA	7	14.5838	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP196623	ENA|CP196623|CP196623.1|provirus_1808546_1820767	12222	Provirus	1808546-1820767	20	11	0.9303	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196624	ENA|CP196624|CP196624.1|provirus_214244_259248	45005	Provirus	214244-259248	54	11	0.9632	NA	13	59.2775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196624	ENA|CP196624|CP196624.1|provirus_688885_697630	8746	Provirus	688885-697630	14	11	0.9475	NA	3	12.0258	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP196625	ENA|CP196625|CP196625.1|provirus_1940158_1972777	32620	Provirus	1940158-1972777	52	11	0.9743	NA	19	56.5475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196625	ENA|CP196625|CP196625.1|provirus_1864116_1898211	34096	Provirus	1864116-1898211	54	11	0.9713	NA	19	58.2423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196625	ENA|CP196625|CP196625.1|provirus_1529855_1548035	18181	Provirus	1529855-1548035	26	11	0.9379	NA	8	17.7610	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP196625	ENA|CP196625|CP196625.1|provirus_1166537_1178758	12222	Provirus	1166537-1178758	20	11	0.9059	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196626	ENA|CP196626|CP196626.1|provirus_214292_259296	45005	Provirus	214292-259296	54	11	0.9632	NA	13	59.2775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196627	ENA|CP196627|CP196627.1|provirus_1101873_1153778	51906	Provirus	1101873-1153778	74	11	0.9490	NA	12	62.6225	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196627	ENA|CP196627|CP196627.1|provirus_1627224_1651857	24634	Provirus	1627224-1651857	40	11	0.9084	NA	3	22.7096	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP196627	ENA|CP196627|CP196627.1|provirus_451331_489815	38485	Provirus	451331-489815	49	11	0.8854	NA	5	42.4340	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196627	ENA|CP196627|CP196627.1|provirus_860146_876900	16755	Provirus	860146-876900	19	11	0.8550	NA	2	9.7576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP196652	ENA|CP196652|CP196652.1|provirus_2212567_2300754	88188	Provirus	2212567-2300754	130	11	0.9752	NA	29	147.2137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP196653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
