accession	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
CP181865.1	ENA|CP181865|CP181865.1	4885	No terminal repeats	4	11	0.9944	NA	2	3.1408	MOBP1	NA
CP181868.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP181869.1	ENA|CP181869|CP181869.1	4867	No terminal repeats	5	11	0.9940	NA	2	3.1408	MOBP1	NA
CP181900.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP181901.1	ENA|CP181901|CP181901.1	68199	No terminal repeats	75	11	0.9933	NA	2	17.7135	NA	NA
CP181902.1	ENA|CP181902|CP181902.1	93778	No terminal repeats	92	11	0.9936	NA	6	35.4282	MOBF	NA
CP181955.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP181956.1	ENA|CP181956|CP181956.1	49504	No terminal repeats	72	11	0.9874	NA	10	29.0156	T_virB1;T_virB3;virb4;T_virB6;T_virB8;T_virB9;I_traV;MOBP1	NA
CP181957.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP181958.1	ENA|CP181958|CP181958.1	4958	No terminal repeats	7	11	0.9934	NA	3	4.5731	NA	NA
CP181959.1	ENA|CP181959|CP181959.1	4242	No terminal repeats	6	11	0.9931	NA	1	2.7467	NA	NA
CP181960.1	ENA|CP181960|CP181960.1	3030	No terminal repeats	4	11	0.9914	NA	1	2.5242	NA	NA
CP181997.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP181998.1	ENA|CP181998|CP181998.1	35395	No terminal repeats	51	11	0.9920	NA	10	33.0459	T_virB1;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
CP182050.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182051.1	ENA|CP182051|CP182051.1	153970	No terminal repeats	171	11	0.9946	NA	27	102.7746	virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF;F_traL;F_traE;F_traK;F_traV	NF012171;NF000402
CP182052.1	ENA|CP182052|CP182052.1	3011	No terminal repeats	3	11	0.9934	NA	1	2.2083	NA	NA
CP182066.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182067.1	ENA|CP182067|CP182067.1	270435	No terminal repeats	299	11	0.9942	NA	17	191.6882	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traH;F_traF;MOBH;t4cp1	NF012171
CP182068.1	ENA|CP182068|CP182068.1	11691	No terminal repeats	17	11	0.9950	NA	3	9.3709	T_virB5	NA
CP182069.1	ENA|CP182069|CP182069.1	72377	No terminal repeats	85	11	0.9939	NA	19	63.8173	I_traI;I_traK;I_traL;I_traM;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
CP182094.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182095.1	ENA|CP182095|CP182095.1	60795	No terminal repeats	59	11	0.9936	NA	1	17.9201	NA	NF012174;NF012171;NF012174
CP182120.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182121.1	ENA|CP182121|CP182121.1	125691	No terminal repeats	168	11	0.9943	NA	21	81.9268	F_traG;F_traH;F_traF;F_traG;T_virB1;MOBF;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NF012171;NF012174
CP182122.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182123.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182124.1	ENA|CP182124|CP182124.1	159851	No terminal repeats	207	11	0.9943	NA	30	103.4878	t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;MOBF;T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1;F_traG;F_traH;F_traF;MOBH	NF033085;NF012174;NF012171
CP182125.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182126.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182127.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182241.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182513.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182514.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182694.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182695.1	ENA|CP182695|CP182695.1	213860	No terminal repeats	226	11	0.9944	NA	28	121.5236	F_traE;F_traE;F_traE;MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402
CP182696.1	ENA|CP182696|CP182696.1	3584	No terminal repeats	5	11	0.9951	NA	1	3.7395	NA	NA
CP182700.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182701.1	ENA|CP182701|CP182701.1	131569	No terminal repeats	151	11	0.9951	NA	27	113.6751	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
CP182884.1	ENA|CP182884|CP182884.1	97964	No terminal repeats	117	11	0.9933	NA	4	36.6774	F_traE	NA
CP182885.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182926.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP182927.1	ENA|CP182927|CP182927.1	131619	No terminal repeats	134	11	0.9935	NA	28	69.2989	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF012147;NF012178
CP182928.1	ENA|CP182928|CP182928.1	97584	No terminal repeats	106	11	0.9948	NA	18	72.8552	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
CP182929.1	ENA|CP182929|CP182929.1	52436	No terminal repeats	66	11	0.9939	NA	10	28.5260	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NF012171;NF012147
CP182930.1	ENA|CP182930|CP182930.1	46509	No terminal repeats	58	11	0.9925	NA	2	21.0843	NA	NA
CP182931.1	ENA|CP182931|CP182931.1	4619	No terminal repeats	8	11	0.9953	NA	3	8.0922	MOBP1	NA
CP182932.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183032.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183033.1	ENA|CP183033|CP183033.1	108022	No terminal repeats	117	11	0.9948	NA	19	84.2400	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
CP183034.1	ENA|CP183034|CP183034.1	46161	No terminal repeats	59	11	0.9933	NA	9	25.1041	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NF012147
CP183218.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183219.1	ENA|CP183219|CP183219.1	50315	No terminal repeats	53	11	0.9929	NA	5	21.3015	MOBF;virb4	NA
CP183220.1	ENA|CP183220|CP183220.1	159781	No terminal repeats	157	11	0.9915	NA	9	61.7221	I_trbA;I_traY;I_traW;I_traO;I_traN;I_traL	NA
CP183221.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183242.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183243.1	ENA|CP183243|CP183243.1	229580	No terminal repeats	255	11	0.9910	NA	12	97.4702	I_traL;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traW;I_traY;I_trbA	NA
CP183244.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183288.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183289.1	ENA|CP183289|CP183289.1	75921	No terminal repeats	77	11	0.9926	NA	22	50.6174	F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF;F_traL;F_traK;F_traB;F_traV	NA
CP183290.1	ENA|CP183290|CP183290.1	86578	No terminal repeats	90	11	0.9932	NA	20	65.1551	I_traK;I_traL;I_traM;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY;I_trbA;I_trbB;MOBP1;I_traI	NA
CP183291.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183417.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183425.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183849.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183850.1	ENA|CP183850|CP183850.1	297690	No terminal repeats	322	11	0.9939	NA	17	197.8027	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traH;F_traF;MOBH;t4cp1	NF000153
CP183851.1	ENA|CP183851|CP183851.1	46161	No terminal repeats	58	11	0.9938	NA	9	25.1041	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NF012147
CP183852.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183859.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP183860.1	ENA|CP183860|CP183860.1	273897	No terminal repeats	297	11	0.9941	NA	17	195.7406	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traH;F_traF;MOBH;t4cp1	NF000153
CP183861.1	ENA|CP183861|CP183861.1	44962	No terminal repeats	57	11	0.9935	NA	9	25.1041	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NF012147
CP183862.1	ENA|CP183862|CP183862.1	118953	No terminal repeats	114	11	0.9932	NA	23	50.8725	F_traE;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
CP183863.1	ENA|CP183863|CP183863.1	2495	No terminal repeats	3	11	0.9953	NA	1	3.1262	NA	NA
CP183864.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184234.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184235.1	ENA|CP184235|CP184235.1	201958	No terminal repeats	234	11	0.9888	NA	1	50.2192	MOBP2	NA
CP184236.1	ENA|CP184236|CP184236.1	108754	No terminal repeats	134	11	0.9880	NA	2	12.9156	NA	NF033115
CP184237.1	ENA|CP184237|CP184237.1	50005	No terminal repeats	68	11	0.9941	NA	1	16.2409	NA	NF033068
CP184238.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184549.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184550.1	ENA|CP184550|CP184550.1	38093	No terminal repeats	50	11	0.9941	NA	6	21.1654	MOBV	NF033693;NF040806;NF012167
CP184583.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184584.1	ENA|CP184584|CP184584.1	72254	No terminal repeats	101	11	0.9880	NA	16	31.1168	t4cp2;F_traL;F_traE;F_traK;F_traB;F_traV;F_traV;F_traW;F_traU;F_trbC;F_trbC;F_traF;F_traH;F_traG	NA
CP184593.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184594.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184642.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184803.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184804.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184805.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184806.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184807.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184808.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184809.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184810.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184877.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184878.1	ENA|CP184878|CP184878.1	2669	No terminal repeats	3	11	0.9938	NA	1	2.3861	NA	NA
CP184879.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP184880.1	ENA|CP184880|CP184880.1	64327	No terminal repeats	78	11	0.9946	NA	16	49.6868	F_traL;F_traE;F_traK;F_traV	NA
CP184881.1	ENA|CP184881|CP184881.1	29336	No terminal repeats	37	11	0.9943	NA	2	15.3063	NA	NF012171;NF012174;NF012171
CP184882.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185056.1	ENA|CP185056|CP185056.1	246539	No terminal repeats	261	11	0.9940	NA	25	113.6033	F_traL;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;MOBF;F_traE	NF000402;NF012174;NF000270;NF012171
CP185057.1	ENA|CP185057|CP185057.1	46828	No terminal repeats	60	11	0.9937	NA	9	24.5654	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NA
CP185058.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185080.1	ENA|CP185080|CP185080.1	246725	No terminal repeats	254	11	0.9942	NA	27	116.1269	F_traE;MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402;NF012171;NF000270;NF012174
CP185081.1	ENA|CP185081|CP185081.1	46833	No terminal repeats	59	11	0.9938	NA	9	24.5654	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NA
CP185082.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185155.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185156.1	ENA|CP185156|CP185156.1	192598	No terminal repeats	206	11	0.9942	NA	27	103.0653	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF;F_traE	NF012171;NF000402;NF012174;NF000270
CP185157.1	ENA|CP185157|CP185157.1	46834	No terminal repeats	60	11	0.9935	NA	9	24.5654	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NA
CP185191.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185192.1	ENA|CP185192|CP185192.1	48090	No terminal repeats	62	11	0.9936	NA	9	24.5654	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NA
CP185193.1	ENA|CP185193|CP185193.1	243119	No terminal repeats	255	11	0.9940	NA	27	115.4465	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF;F_traE	NF000270;NF012171;NF000402;NF012174
CP185232.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185233.1	ENA|CP185233|CP185233.1	243129	No terminal repeats	251	11	0.9941	NA	27	115.5878	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF;F_traE	NF000402;NF012174;NF000270;NF012171
CP185234.1	ENA|CP185234|CP185234.1	46835	No terminal repeats	59	11	0.9927	NA	9	24.5654	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NA
CP185285.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185292.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185293.1	ENA|CP185293|CP185293.1	35987	No terminal repeats	51	11	0.9934	NA	10	30.7692	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1;MOBP1	NA
CP185772.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185780.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185808.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185809.1	ENA|CP185809|CP185809.1	112188	No terminal repeats	121	11	0.9950	NA	20	80.8108	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF012147
CP185810.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185811.1	ENA|CP185811|CP185811.1	4263	No terminal repeats	4	11	0.9917	NA	1	2.8010	NA	NA
CP185855.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP185858.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186004.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186042.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186043.1	ENA|CP186043|CP186043.1	45707	No terminal repeats	59	11	0.9935	NA	8	31.5749	T_virB9;T_virB8;T_virB6;virb4;T_virB2	NA
CP186044.1	ENA|CP186044|CP186044.1	57078	No terminal repeats	74	11	0.9944	NA	9	47.8612	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NF012147;NF000005
CP186045.1	ENA|CP186045|CP186045.1	94374	No terminal repeats	105	11	0.9948	NA	29	76.2987	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
CP186046.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186047.1	ENA|CP186047|CP186047.1	5409	No terminal repeats	8	11	0.9938	NA	2	4.1278	MOBP1	NA
CP186048.1	ENA|CP186048|CP186048.1	4921	No terminal repeats	4	11	0.9938	NA	2	3.1408	MOBP1	NA
CP186049.1	ENA|CP186049|CP186049.1	4665	No terminal repeats	5	11	0.9938	NA	2	3.1408	MOBP1	NA
CP186050.1	ENA|CP186050|CP186050.1	154852	No terminal repeats	193	11	0.9922	NA	24	77.0907	T_virB8;T_virB9;MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF000466
CP186367.1	ENA|CP186367|CP186367.1	180837	No terminal repeats	201	11	0.9939	NA	12	80.7916	F_traE;T_virB1;T_virB3	NF000402;NF000270
CP186368.1	ENA|CP186368|CP186368.1	41245	No terminal repeats	49	11	0.9932	NA	1	12.1724	NA	NA
CP186369.1	ENA|CP186369|CP186369.1	4473	No terminal repeats	5	11	0.9928	NA	1	2.2083	NA	NA
CP186370.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186371.1	ENA|CP186371|CP186371.1	5459	No terminal repeats	7	11	0.9924	NA	1	2.2083	NA	NA
CP186372.1	ENA|CP186372|CP186372.1	6141	No terminal repeats	7	11	0.9957	NA	2	5.5113	MOBP1	NF040806
CP186539.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186928.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP186929.1	ENA|CP186929|CP186929.1	121445	No terminal repeats	146	11	0.9948	NA	29	106.9087	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000270;NF012147;NF000005
CP186930.1	ENA|CP186930|CP186930.1	153935	No terminal repeats	190	11	0.9919	NA	21	73.4387	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF000270;NF033144;NF012178
CP187118.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187119.1	ENA|CP187119|CP187119.1	60208	No terminal repeats	72	11	0.9933	NA	8	40.6514	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3	NA
CP187120.1	ENA|CP187120|CP187120.1	101530	No terminal repeats	103	11	0.9923	NA	7	30.5311	F_traF;F_traH;F_traG;T_virB1	NF000153;NF000270;NF033144;NF012178
CP187121.1	ENA|CP187121|CP187121.1	42740	No terminal repeats	44	11	0.9937	NA	2	15.7229	F_traE	NF000270
CP187263.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187264.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187269.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187272.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187577.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187578.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187579.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187580.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187581.1	ENA|CP187581|CP187581.1	6772	No terminal repeats	11	11	0.9936	NA	2	3.0786	MOBP1	NA
CP187582.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187730.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP187731.1	ENA|CP187731|CP187731.1	41087	No terminal repeats	53	11	0.9897	NA	2	15.2326	I_traV;MOBP1	NA
CP187944.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP188116.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP188268.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP188291.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP188292.1	ENA|CP188292|CP188292.1	19054	No terminal repeats	23	11	0.9920	NA	2	9.9353	T_virB6;MOBQ	NA
CP188293.1	ENA|CP188293|CP188293.1	11109	No terminal repeats	11	11	0.9929	NA	1	4.5502	NA	NA
CP189712.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189713.1	ENA|CP189713|CP189713.1	56147	No terminal repeats	63	11	0.9930	NA	4	31.3261	FATA_trsC;FATA_trsD;FATA_trsL	NF012176
CP189714.1	ENA|CP189714|CP189714.1	26539	No terminal repeats	35	11	0.9923	NA	1	7.4070	NA	NA
CP189715.1	ENA|CP189715|CP189715.1	148219	No terminal repeats	151	11	0.9893	NA	2	38.2339	MOBP2	NA
CP189754.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189755.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189757.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189758.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189768.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189769.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189770.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189771.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189772.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189773.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189777.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189877.1	ENA|CP189877|CP189877.1	190695	No terminal repeats	215	11	0.9941	NA	18	171.3919	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traG;F_traH;F_traF;MOBH;t4cp1	NA
CP189878.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189879.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189885.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP189886.1	ENA|CP189886|CP189886.1	81194	No terminal repeats	89	11	0.9942	NA	24	49.3979	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF	NF012147;NF000005
CP189887.1	ENA|CP189887|CP189887.1	2495	No terminal repeats	3	11	0.9954	NA	1	3.1262	NA	NA
CP190370.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP190371.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP190372.1	ENA|CP190372|CP190372.1	14376	No terminal repeats	19	11	0.9925	NA	2	5.3564	MOBQ;T_virB6	NA
CP190373.1	ENA|CP190373|CP190373.1	16761	No terminal repeats	21	11	0.9919	NA	2	5.3564	T_virB6;MOBQ	NA
CP190374.1	ENA|CP190374|CP190374.1	15987	No terminal repeats	18	11	0.9917	NA	2	5.3564	T_virB6;MOBQ	NA
CP190387.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP190388.1	ENA|CP190388|CP190388.1	27678	No terminal repeats	35	11	0.9936	NA	2	16.3189	MOBQ;MOBQ	NA
CP190400.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP190401.1	ENA|CP190401|CP190401.1	222879	No terminal repeats	236	11	0.9889	NA	2	58.2288	MOBP2	NA
CP190402.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191185.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191186.1	ENA|CP191186|CP191186.1	100743	No terminal repeats	110	11	0.9949	NA	19	80.1192	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
CP191190.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191191.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191192.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191193.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191194.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191195.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191196.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191197.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191198.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191199.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191236.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191237.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191244.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191245.1	ENA|CP191245|CP191245.1	78326	No terminal repeats	103	11	0.9884	NA	15	36.4842	t4cp2;F_traL;F_traE;F_traK;F_traB;F_traV;F_traW;F_traU;F_trbC;F_trbC;F_traF;F_traH;F_traG	NA
CP191246.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191247.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191283.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191284.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191290.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191302.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191303.1	ENA|CP191303|CP191303.1	74760	No terminal repeats	91	11	0.9913	NA	1	13.7811	NA	NA
CP191304.1	ENA|CP191304|CP191304.1	5143	No terminal repeats	5	11	0.9912	NA	1	3.1574	MOBV	NA
CP191305.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP191306.1	ENA|CP191306|CP191306.1	71942	No terminal repeats	82	11	0.9905	NA	2	12.7140	NA	NF033693
