resolved_accession	length
CP155818.1	27267
CP120011.1	2738126
CP010526.1	2860508
CP162431.1	21013
CP029675.1	2878431
CP159799.1	27035
CP113025.1	20414
CP181122.1	27068
CP030136.1	2850509
CP089486.1	34305
CP147831.1	2699050
CP130526.1	2800715
CP149937.1	2889032
CP165777.1	2473
CP192809.1	3332
CP120041.1	2783002
CP069471.1	32634
CP120038.1	2783708
AP003139.1	24653
CP014382.1	3125
CP058613.1	2877083
AP025177.1	2789638
CP120017.1	2783709
CP150771.1	2824973
CP096531.1	37004
CP102962.1	2822037
OZ197087.1	2942029
CP093062.1	2731700
LR027873.1	2930188
CP168441.1	28952
CP151142.1	3122
CP123739.1	2765401
CP192811.1	2780703
CP014378.1	25980
CP132499.1	3153
CP132024.1	2722453
CP029651.1	8012
CP162450.1	42346
CP080548.1	2893276
CP092826.1	25884
CP047859.1	2860128
CP102960.1	2774349
CP014422.1	27068
CP029167.1	27887
CP017680.1	2748822
CP191240.1	2727324
CP132366.1	81560
CP119338.1	2826243
CP184751.1	2851696
CP130548.1	20637
CP165637.1	32592
CP150780.1	7096
CP014436.1	3125
CP162453.1	2811910
CP155063.1	2784721
CP150732.1	21326
CP123131.1	24653
CP077862.1	41855
CP184656.1	14837
CP113022.1	5226
CP089484.1	34305
CP094857.1	2762291
HE681097.1	2832299
CP012692.1	2903376
AP020312.1	32574
CP094928.1	2750784
AP019712.1	2766239
CP026066.1	2818312
CP062349.1	20653
AM990995.1	3158
LS483316.1	2869819
AP025695.1	17851
CP150881.1	2813540
CP094749.1	4443
CP192434.1	2834564
CP077864.1	36509
CP156987.1	17859
LT992472.1	2811691
CP083672.1	20732
CP062333.1	3111
BA000033.2	2820462
CP094788.1	30381
CP123750.1	2792931
OZ197094.1	2942023
CP157769.1	2748216
CP043302.1	2940576
CP119571.1	2889782
CP077886.1	28979
CP047825.1	2473
CP138870.1	4989
CP054876.1	2789663
CP123157.1	20728
CP070985.1	2393
CP007539.3	2810186
CP113008.1	41657
CP014402.1	2918010
CP178879.1	3125
CP080565.1	3332
CP150767.1	2819365
CP042047.1	75938
CP138662.1	2737844
JBSDWR000000000.1	162248
JBSDWR000000000.1	128260
JBSDWR000000000.1	16389
JBSDWR000000000.1	194660
JBSDWR000000000.1	194994
JBSDWR000000000.1	36402
CP152311.1	27265
CP131653.1	33996
CP077923.1	2719235
CP092553.1	24653
AP020317.1	2987
CP089488.1	31560
CP170678.1	2994
CP030326.1	2906506
CP075562.1	2817804
CP120081.1	3167
CP151129.1	2863857
CP017115.1	2807171
CP062350.1	2729778
CP162419.1	42652
CP176565.1	2785524
CP168154.1	2908045
CP123158.1	2788042
LT992436.1	2730181
LT996890.1	2730984
CP162468.1	7032
CP062469.1	2888890
CP017685.1	2676924
CP031131.1	2785564
CP150751.1	2925191
CP165775.1	27069
CP092558.1	2815072
CP170711.1	2366
CP016856.2	2748803
CP071100.1	2753746
CP130535.1	42914
CP038185.1	4512
CP178878.1	4439
CP160409.1	2916209
CP020959.1	2757748
CP109935.1	24652
OZ282468.1	54220
CP094792.1	22235
CP092559.1	78566
CP026064.1	2834014
CP062354.1	2735369
CP092546.1	24653
CM129846.1	2750950
CP094927.1	2872257
CP113011.1	11358
CP168439.1	3332
CP038460.1	2768115
CP120023.1	2738109
CP123165.1	20730
CP120109.1	38825
CP150783.1	2825765
CP042349.1	35655
CP084491.1	2922212
CP113030.1	17850
CP017684.1	2857060
CP138457.2	34952
CP125896.1	31309
CP117241.1	4326
LR130518.1	2889594
CP096536.1	38430
CP014435.1	2919720
CP089474.1	38117
CP129561.1	11323
CP120133.1	33701
CP029656.1	27245
CP170676.1	2796279
CP113024.1	20181
CP172432.1	2810778
CP007671.1	20409
CP104020.1	2879272
CP032481.1	2778005
CP170410.1	29235
CP095113.1	14042
CP170416.1	2835711
CP132037.1	8656
CP132362.1	2853376
CP102954.1	2787288
CP138860.1	28386
CP007659.1	2846320
CP009554.1	2886017
CP120163.1	37595
CP082814.1	33923
CP170607.1	2808105
CP173176.1	2993466
CP120050.1	2783723
CP115888.1	2473
CP092550.1	2899492
CP025486.1	3269
CP040802.1	25946
CP129354.1	3123
CP078521.1	2762077
CP065201.1	1435
CP192835.1	2793364
CP162435.1	5992
AP025178.1	30078
CP120172.1	3123
CP062385.1	20730
CP181113.1	2914162
CP123083.1	30843
CP167931.1	2922933
CP022902.1	2892907
CP157001.1	2778331
CP132503.1	1308
CP168015.1	40111
CP042346.1	2832989
CP012979.1	2679642
CP166864.1	2842491
CP194553.1	2756490
CP199010.1	2737533
CP151122.1	25430
CP123077.1	2920519
CP029079.1	24653
CP034013.1	4525
CP094779.1	27809
OZ059818.1	2922701
CP181150.1	2795277
CP167944.1	27068
CP014403.1	3125
CP132492.1	2858179
CP181130.1	3125
CP167991.1	27067
CP062339.1	2564
CP046477.1	16100
CP003980.1	3332
CP042158.1	17383
CP012975.1	17307
CP181138.1	2855844
CP058615.1	2918239
CP039156.1	2909934
CP138887.1	38197
CP144270.1	2803319
CP152411.1	27068
CP062362.1	2734462
CP113009.1	2978718
CP170776.1	2777
CP170677.1	3018614
CP010296.1	2872779
CP150658.1	13163
LS483300.1	2702202
CP113039.1	2905474
CP115475.1	25430
CP026970.1	1219
CP171451.1	2836062
CP093063.1	24654
OZ059817.1	2859901
CP150789.1	7030
CP065516.1	39212
CP118831.1	19761
CP130519.1	25958
CP092542.1	2871977
CP047845.1	2720524
CP149806.1	20653
CP029751.1	2870155
CP170621.1	2849137
CP178873.1	3125
CP186029.1	15700
CP131668.1	2799358
CP168086.1	37662
CP181143.1	2473
CP125863.1	2760795
CP028164.1	45885
CP123097.1	2891089
CP120170.1	2783683
CP040622.1	2936830
CP160100.1	2739873
CP092448.1	20754
CP062397.1	39353
CP062389.1	27269
CP184713.1	2727740
CP016399.1	4114
CP029669.1	2872210
CP026079.1	2814696
CP113016.1	2858186
CP035671.1	2841049
CP160024.1	2792123
CP047790.1	2747791
AP019306.1	3066291
CP047831.1	25209
CP033112.1	2895361
CP151115.1	2816517
CP178870.1	3125
CP014373.1	25980
CP051483.2	2801855
CP094796.1	21646
CP186028.1	24126
CP093527.1	2797399
CP023562.1	31340
CP138861.1	2473
CP014364.1	27068
CP147692.1	27068
CP029659.1	27244
CP045866.1	2727720
CP014393.1	3125
CP150727.1	2819071
CP062334.1	2776622
CP170389.1	2730673
CP089166.1	28953
CP156696.1	24451
CP090873.1	2782265
CP089481.1	2966016
AP003367.1	25107
CP125902.1	31301
CP089500.1	3000177
CP123091.1	2876633
CP003981.1	2472
CP123167.1	7611
CP094761.1	25701
AP017923.1	37965
CP170412.1	42207
CP181124.1	2817277
AP020324.1	2914567
CP134069.1	27826
CP123741.1	2765409
CP047807.1	2697945
CP007670.1	2896143
CP123153.1	7872
CP062346.1	2823053
CP002120.1	2924344
CP034001.1	4525
JBSDWQ000000000.1	21419
JBSDWQ000000000.1	44398
JBSDWQ000000000.1	44495
JBSDWQ000000000.1	47086
JBSDWQ000000000.1	5487
JBSDWQ000000000.1	167720
JBSDWQ000000000.1	110331
CP062395.1	2746478
CP014398.1	3125
CP006838.1	2987966
CP136524.1	2878871
CP184557.1	2834429
CP014433.1	3125
CP085313.1	2815894
CP029677.1	27067
CP128388.1	2806618
CP023390.1	2878897
CP160483.1	2739913
CP089155.1	20730
CP115473.1	2860673
CP047854.1	2863573
CP113044.1	2877726
CP009423.1	2904778
CP045472.1	2822516
CP150773.1	2862481
CP120171.1	40206
CP173178.1	2908
CP170813.1	2763247
CP032822.1	24655
CP098254.1	27490
CP123117.1	4068
CP062414.1	2747195
CP047788.1	2847876
CP138859.1	2799886
CP000256.1	3125
CP077925.1	2754401
CP007657.1	2830976
CP026065.1	45039
CP085314.1	56206
CP094443.1	2908415
CP162457.1	21328
LS483324.1	2835275
CP150733.1	2858218
CP167943.1	2821858
CP170390.1	23801
CP172435.1	1263
CP044105.1	22780
CP077910.1	20670
CP122486.1	2803269
CP198952.1	2754655
CP089499.1	31779
CP183317.1	2874399
CP096539.1	2806671
CP138883.1	2473
CP178874.1	2879033
CP077874.1	13235
CP089161.1	2780115
CP094924.1	2870995
CP120044.1	2783698
CP123142.1	2772116
CP168755.1	27267
CP071594.1	2914236
CP120043.1	3126
CP062318.1	2743526
CP089164.1	20721
CP195882.1	26953
CP033973.1	1491
CP146215.1	3064103
CP029083.1	20730
CP025395.1	2791410
CP132504.1	2785590
CP092560.1	24653
CP077741.1	2911340
CP077866.1	81385
CP150738.1	41460
CP127020.1	27322
CP170689.1	2737920
CP162115.1	2848141
CP062410.1	2782685
CP044106.1	2848032
CP062324.1	2869905
CP151930.1	2820462
CP062413.1	2779091
CP093934.1	34990
CP123135.1	7905
OZ059821.1	2859908
CP150748.1	41979
CP021905.1	2778859
CP166872.1	2767774
CP170580.1	36347
CP092563.1	2820129
CP120024.1	20729
CP191234.1	2868275
CP120184.1	3152
CP162458.1	2824633
CP047784.1	2690371
CP170420.1	41081
CP184564.1	49301
CP130545.1	2735892
CP181129.1	27068
CP062359.1	27268
CP003604.1	2728308
CP096530.1	2890216
CP162472.1	42653
CP129556.1	2791835
CP013956.1	24657
CP134801.1	2750304
CP014367.1	27068
CP166860.1	2834442
CP150778.1	42165
CP014384.1	2919670
CP042347.1	35655
CP122491.1	2813105
AP024738.1	2850449
CP113004.1	39684
CP170696.1	2831099
CP120164.1	3245
CP028165.1	2790673
CP154385.1	2919719
CP089490.1	28150
CP130518.1	2817160
AP024742.1	2859551
CP040620.1	41710
CP126629.1	2742763
AP024741.1	14770
OZ197086.1	2874913
CP129558.1	2855719
OY725974.1	2756015
CP047828.1	2747891
CP078522.1	46979
CP020354.1	2707649
LR027869.1	2980212
CP129352.1	2783448
CP014396.1	4397
CP130542.1	2785424
CP184659.1	1272
LT992456.1	2858690
CP123096.1	4440
CP029685.1	2958212
CP047797.1	2842294
CP047865.1	2870548
CP192810.1	2856519
CP011873.1	2855597
CP113029.1	2907812
CP029750.1	41874
CP123107.1	29139
CP117203.1	2780286
CP120098.1	3128
CP192814.1	2926560
CP120176.1	3177
CP043392.1	2879031
CP162434.1	21013
CP047787.1	2672314
CP016859.2	21841
CP062313.1	17329
CP150769.1	2865381
CP033996.1	2818171
CP014376.1	2918010
CP026972.1	3466
CP048645.1	28040
CP168160.1	2845099
CP076839.1	2809746
CP123118.1	2473
CP123075.1	32184
CP047806.1	32200
AP014653.1	2770164
CP094743.1	2785956
CP123081.1	30843
OZ197088.1	2930433
CP047818.1	27265
CP123747.1	2754480
CP150787.1	30217
CP005289.1	2908
CP002111.1	24491
CP170784.1	27267
CP022908.1	2935463
CP080250.1	17257
CP053077.1	17257
CP157422.1	34344
CP136531.1	3125
CP089485.1	2917578
CP120009.1	2738109
CP113051.1	2878679
CP088157.1	2844011
CP020713.1	2729453
CP089479.1	3070202
CP136528.1	2878871
LS483365.1	2830002
CP085317.1	2366
CM130723.1	2832600
FR714927.1	2729540
CP094858.1	46979
CP001781.1	2824404
CP101124.1	2697642
CP033988.1	3011
CP031537.1	2914635
CP033976.1	25519
CP113018.1	3043269
CP123143.1	27268
AP019542.1	2945245
CP077895.1	32384
CP045473.1	25960
CP138880.1	2806252
CP039992.1	2747225
CP171384.1	23477
CP127017.1	2781376
CP123099.1	2762306
CP011528.1	2725654
CP029658.1	2910633
CP130534.1	2845903
CP030137.1	2786527
CP082815.1	2889511
CP047815.1	2709643
CP047853.1	17297
CP033981.1	25519
CP032821.1	2748925
CP020656.1	2718638
CP034000.1	3011
CP013618.1	3048
CP119712.1	1364
CP119113.1	2908596
CP168224.1	2884808
CP120153.1	33676
CP150736.1	40446
HE579065.1	2759835
CP040561.1	37585
CP096528.1	2795636
CP118045.1	17909
CP120134.1	2783847
CP184567.1	2837887
CP003808.1	2782313
CP062405.1	2839488
CP120058.1	36291
CP095118.1	26967
CP162464.1	55543
CP077873.1	14117
CP120048.1	33677
CP184563.1	2715851
CP118833.1	19760
CP178872.1	4439
CP181135.1	3125
CP181136.1	2699015
CP168440.1	2774338
CP146212.1	19784
CP047783.1	2734199
CP123145.1	27270
CP151120.1	25430
CP170770.1	4440
CP170429.1	2743191
CP031890.1	2866354
CP094756.1	4729
CP047864.1	27268
CP192823.1	2806719
LR130515.1	3049602
CP092543.1	24653
CP150731.1	2862501
CP184548.1	33154
CP062317.1	2473
CP014063.1	37980
CP090407.1	2910323
CP170393.1	27296
CP150760.1	21326
CP132373.1	28895
CP170797.1	2794712
CP166854.1	2898540
CP130507.1	2795110
CP031889.1	27068
CP130524.1	2806099
CP071105.1	4265
CP034014.1	2818364
CP192824.1	41458
CP150765.1	2856571
CP138875.1	2782335
CP132497.1	2793153
CP123132.1	2748234
CP124854.1	2951802
CP167989.1	3125
CP162433.1	2959317
CP029665.1	26984
CP120020.1	2734931
CP162447.1	2855782
CP115478.1	2870383
CP076845.1	3410
CP167766.1	27068
CP014411.1	27068
CP129357.1	2783700
CP130541.1	2847665
BX571856.1	2902619
CP089162.1	2863942
CP144269.1	8794
CP022718.1	2730989
CP132034.1	35037
CP129554.1	36066
CP123137.1	2778155
CP123154.1	2716437
CP034002.1	2818358
CP085321.1	29583
CP150761.1	2855828
CP120091.1	45238
CP005288.1	2980548
CP151123.1	2920103
CP113049.1	2923858
CP049977.1	38126
CP133661.1	42831
CP012017.1	2895
CP131665.1	2945474
CP012980.1	20720
CP026078.1	31954
CP014387.1	2918010
CP102972.1	2822959
CP157307.1	30083
CP047823.1	3085
CP025495.1	2865166
CP150127.1	2697647
CP077899.1	2816989
CP125867.1	2847192
CP045435.1	2896902
CP096522.1	2796375
CP022893.1	2911744
CP035006.1	19188
OZ282465.1	2783198
CP170791.1	41390
CP035792.1	27267
CP094772.1	2808124
CP098258.1	27490
CP040801.1	2796973
CP034010.1	4525
OZ197092.1	2818851
CP123121.1	2768265
CP098257.1	2780774
CP162440.1	2922490
CP091877.2	16592
CP014391.1	4397
CP168087.1	2921731
AP024318.1	2756402
CP162429.1	2784704
CP120096.1	2784917
CP127346.1	26571
CP048432.1	25797
CP020355.1	35269
CP170691.1	2701764
CP028468.1	2774523
CP094753.1	36939
CP168498.1	2837727
CP040666.1	27267
CP029172.1	2902681
CP120909.1	2821101
CP119346.1	2991
LN831036.1	2797452
LT992471.1	2922778
CP168156.1	2862981
CP013621.1	2894543
CP118810.1	2870460
CP062468.1	6782
CP170774.1	27449
CP062387.1	2416
CP125869.1	3125
CP170792.1	4498
HE579070.1	32700
CP157301.1	2725840
CP170712.1	2714322
CP047801.1	2933430
CP123102.1	2724902
CP051479.2	2793600
CP123120.1	8037
HE579067.1	2759457
CP157300.1	2821181
CP047834.1	8034
CP010891.1	27273
CP138864.1	2837426
CP022892.1	2768276
CP029672.1	27269
CP096532.1	2893482
CP115474.1	2902762
CP014428.1	27068
CP050691.1	2744920
CP031671.1	18320
CP028191.1	4397
CP063745.1	2722082
CP131654.1	3011
CP047824.1	2961
CP150744.1	2955722
CP026071.1	2861652
CP170426.1	2836049
CP081354.1	2876693
CP131650.1	13166
CP014423.1	2919826
CP062360.1	2734702
CP181109.1	2902856
CP014412.1	2919827
CP022899.1	2813908
LT992463.1	2857311
CP170690.1	23477
CP184657.1	3125
CP167932.1	3125
HE579074.1	23758
CP150747.1	2958459
CP032051.1	2772340
CP170402.1	41864
CP181128.1	2876742
CP098727.1	2800107
CP045867.1	27265
CP099501.1	2360
CP071102.1	2719347
CP120197.1	2783683
CP007679.1	33093
CP130502.1	2840755
BA000018.3	2814816
CP120090.1	2743362
CP167992.1	3125
CP113028.1	27068
CP162475.1	2824635
CP000255.1	2872769
CP099509.1	22489
CP102945.1	2781669
CP094789.1	2917188
CP170788.1	38081
CP130538.1	2869199
CP170398.1	27595
CP178885.1	3125
CP165643.1	27268
CP065355.1	2726471
CP150730.1	21326
CP042044.1	1435
CP029666.1	27063
CP026073.1	2819334
CP171380.1	2959936
CP170608.1	4381
CP170698.1	2725233
CP131667.1	3011
CP130527.1	43336
CP176715.1	2786192
LR134093.1	2838411
CP151127.1	2697425
CP138876.1	33471
CP013954.1	24729
CP150753.1	24665
CP120051.1	33649
CP120002.1	20730
CP131664.1	32304
CP148080.1	27068
CP170435.1	33187
CP119714.1	40256
CP120124.1	3217
CP138666.1	2827302
CP162427.1	7032
CP170766.1	25795
CP062412.1	2747013
CP093935.1	2843362
CP133444.1	2908
CP151258.1	1918
CP029474.1	2761011
CP136529.1	37136
CP047322.1	2473
CP160002.1	2880375
AP020316.1	2751401
CP094794.1	36926
CP047924.1	2799441
AP020320.1	2939465
CP151138.1	2747260
CP158489.1	27269
AP024736.1	2845025
CP150785.1	1222
CP082789.1	2888791
CP026963.1	61643
CP091413.1	24653
CP099508.1	2716742
OZ197090.1	2927777
CP113035.1	26336
CP062322.1	2779850
CP100428.1	2811052
CM129845.1	2865052
CP080553.1	2917999
CP157305.1	21150
CP001844.2	2821452
CP092551.1	24653
CP120202.1	39930
CP144271.1	2825966
CP170427.1	20724
CP121205.1	3011
OZ282466.1	3710
CP062327.1	28841
CP195881.1	2920106
CP094775.1	2783822
CP184560.1	20715
CP011877.1	2837548
CP192805.1	2865131
CP138868.1	2473
CP020956.1	2832897
CP033994.1	3011
CP065198.1	2362
CP123092.1	25109
CP120035.1	3126
CP031662.1	15396
CP038230.1	19758
CP031840.1	2689
CP089480.1	27322
CP138871.1	2791
CP119109.1	2882260
CP047779.1	2883314
CP076823.1	2789576
CP022910.1	2807646
LS483301.1	2935845
CP085310.1	2894842
CP102973.1	16155
CP131671.1	21144
CP020020.1	2772993
AP014652.1	2770164
OZ197089.1	2943095
CP138882.1	28947
CP184543.1	2837967
CP047838.1	20654
CP129359.1	3262
CP000253.1	2821361
CP034258.1	4525
CP062363.1	34972
CP170714.1	27437
CP020019.1	2802697
CP026068.1	2697471
CP157771.1	2746111
JBSDWT000000000.1	18456
JBSDWT000000000.1	39423
JBSDWT000000000.1	56988
JBSDWT000000000.1	7803
JBSDWT000000000.1	39320
JBSDWT000000000.1	20166
JBSDWT000000000.1	15532
JBSDWT000000000.1	21182
CP094744.1	25008
CP047852.1	2768425
CP028190.1	2913744
CP127021.1	3046963
LR134193.1	2832348
CP020021.1	27617
CP062400.1	2744744
LT992435.1	2730180
CP077861.1	2757024
CP181105.1	27268
CP089473.1	2870528
CP029679.1	27267
CP113006.1	7618
CP181149.1	2794402
CP014421.1	3125
CP157313.1	27069
CP152409.1	2907091
CP094663.1	2762338
CP181152.1	2822192
CP191237.1	2877
CP120005.1	20727
CP130546.1	42533
CP181142.1	2775505
CP090375.1	2864441
AP024725.1	20465
CP012971.1	20633
CP064389.1	2964115
CP062399.1	2789606
CP099506.1	2830374
CP115477.1	2867331
CP047922.1	2890366
CP123134.1	2826349
CP062402.1	2704175
AP024735.1	18532
CP062396.1	43414
CP119709.1	1295
CP085320.1	2927067
CP179215.1	2797167
CP028163.1	2882275
CP132493.1	2758055
CP122487.1	2782224
CP002389.1	20449
CP167937.1	2872192
CP029170.1	3050
CP125864.1	46432
CP095322.1	20653
CP040619.1	2870494
CP020741.1	2831958
CP076105.1	2697195
CP062330.1	3332
CP170679.1	2539
CP092055.1	2700946
CP139159.1	2818215
CP162445.1	2818904
CP091412.1	2764272
CP089491.1	2788395
CP077932.1	2754399
CP170437.1	20731
CP162470.1	21326
CP170789.1	20653
CP118809.1	35890
CP178920.1	2787603
AP018923.1	2864283
CP125898.1	20460
CP123123.1	2701586
CP170710.1	2908015
CP098253.1	2778859
CP168499.1	2732303
CP090002.1	1822
CP022683.1	39353
CP162461.1	2862363
CP113012.1	4949
CP016863.2	2877915
CP199007.1	36202
CP123156.1	2778767
CP003193.1	22317
HE579064.1	32184
CP029673.1	2828139
CP151119.1	3125
CP170709.1	2473
CP123147.1	3897
AP025684.1	24495
CP084892.1	2868485
CP062411.1	2766319
OZ059822.1	2863422
CP030138.1	3050015
CP062379.1	27265
CP123161.1	20739
CP062331.1	2823979
CP077901.1	39719
CP162467.1	2825700
CP077881.1	28395
CP147507.1	14517
CP162446.1	21326
CP011526.1	2755072
CP120013.1	4485
CP151118.1	2889298
CP062357.1	29018
CP132498.1	2789647
CP062470.1	28703
CP047808.1	22726
CM129921.1	2719558
CP120097.1	43010
LS483311.1	2849927
CP047800.1	2819269
CP013958.1	28723
HE579060.1	30854
CP123093.1	2820953
CP076843.1	2796421
CP062361.1	42244
CP171383.1	2766597
CP115476.1	2845501
CP125903.1	2907971
CP014413.1	3125
CP150749.1	2925199
CP120018.1	44067
CP089501.1	34546
CP096540.1	2933086
CP184547.1	2735826
CP077871.1	46257
CP040623.1	2820181
CP170708.1	4502
CP123743.1	2754200
CP047781.1	2949972
CP170787.1	2734376
CP085311.1	4565
CP012013.1	2998480
AP019544.1	23184
CP162114.1	24654
CP170795.1	2750744
CP119716.1	41469
CP096273.1	32359
CP014372.1	3125
CP094776.1	4670
CP132501.1	2801515
CP028469.1	34104
CP151130.1	24256
CP010300.1	2872771
CP045437.1	4500
CP125862.1	2877647
CP089586.1	2782853
CP181110.1	27268
CP045470.1	15908
CP162476.1	30216
CP009425.1	27068
CP062472.1	6486
LT996889.1	2730983
CP120025.1	2738109
CP096533.1	39628
AP024313.1	2849656
CP047843.1	2779486
CP123108.1	2751226
CP147506.1	2860695
CP097571.1	2795779
CP038268.1	2794042
CP035101.1	2755072
CP170609.1	2457
CP123088.1	2860231
CP123104.1	2791453
CP129553.1	2795468
CP159797.1	2816775
CP184565.1	2843574
CP080567.1	24653
CP120054.1	38657
CP176714.1	27346
CP047856.1	2870100
CP130551.1	2833694
CP181133.1	3125
CP167940.1	2921151
CP042007.1	2232
CP170408.1	20730
CP077860.1	2766976
OZ197085.1	2927787
CP167939.1	3125
CP035102.1	27489
CP029662.1	27238
LR130516.1	27319
AP020322.1	2876735
CP076841.1	4397
CP102968.1	2738840
CP034004.1	4525
CP120142.1	3130
CP002115.1	20730
CP048643.1	2848798
CP149493.1	27319
CP130533.1	2729861
CP181098.1	24653
CP151815.2	2780516
CP170692.1	20730
CP166852.1	2896386
CP181114.1	27267
CP181145.1	2773985
CP026072.1	2955890
LR130514.1	2473
CP089156.1	2854518
CP013957.1	3085555
CP099499.1	2802127
CP123745.1	2798217
CP096272.1	2809462
CP085316.1	2992
CP138893.1	2473
CP192829.1	20721
CP131652.1	2888060
CP113036.1	34598
CP157303.1	2818489
CP178871.1	2879034
CP127023.1	34996
CP192813.1	34821
CP015173.1	2786116
CP035004.1	19185
CP132487.1	16610
CP026966.1	1518
CM129844.1	2704732
CP062419.1	2741087
LS483484.1	2902610
CP170697.1	20731
CP157311.1	2505
CP170396.1	2161
CP147832.1	23062
CP042004.1	46487
LT992476.1	2897874
CP191236.1	2868276
CP033982.1	2865912
CP170433.1	2481
CP170769.1	2768550
CP014440.1	27079
CP062381.1	39353
LT992467.1	2866864
CP157420.1	2932403
CP165632.1	3125
CP133442.1	2921117
CP038269.1	2695389
CP123078.1	30843
CP120047.1	2785364
LN831038.1	5141
CP132494.1	2873533
CP014417.1	2415
CP118812.1	31724
CP089489.1	2935181
AP017320.1	2860370
CP138664.1	2729011
AP020314.1	34268
CP062368.1	2734925
CP014383.1	27068
CP168159.1	27068
CP122488.1	2783146
CP062367.1	27068
CP042045.1	17035
CP149807.1	2911884
CP026076.1	2811767
CP038184.1	34949
CP151128.1	20730
CP026080.1	2697640
CP134532.1	2862921
CP170406.1	2783939
CP120059.1	3169
CP120057.1	2783842
AP009324.1	2880168
CP033987.1	2865917
CP173177.1	4439
CP113005.1	3009874
CP113019.1	35675
CP051482.2	2842756
CP138669.1	2745423
CP123124.1	43502
AP024311.1	2853652
CP033989.1	4525
CP042109.1	1562
OZ261681.1	29061
CP022896.1	2805047
CP090870.1	2782272
CP130530.1	39448
CP077883.1	14543
CP125901.1	2775587
CP062312.1	2799207
CP047850.1	25704
AP023034.1	2852412
CP071101.1	2762
CP181115.1	2898625
CP064366.1	27489
CP184561.1	2832071
CP053075.1	2883539
CP129560.1	2905939
CP150759.1	2819126
CP029086.1	2749935
CP017090.1	2861508
CP053356.1	2877709
CP029171.1	2627
CP014410.1	3125
CP162424.1	4950
CP099502.1	2690509
CP014371.1	2918010
CP073012.1	2859879
LR134087.1	2835265
CP130520.1	2791620
CP047832.1	2476
CP162473.1	2825687
CP136530.1	4439
CP123080.1	2911238
CP138886.1	2798104
CP181116.1	27258
CP094747.1	2851921
CP129353.1	36291
AP018922.1	2733771
CP132030.1	35038
CP014397.1	2918010
CP150651.1	2917912
CP062332.1	13162
CP162460.1	18033
CP025487.1	3269
CP014362.1	2904958
CP134618.1	2781582
CP012015.1	2987124
CP001782.1	1442
CP047851.1	2814235
CP157770.1	24653
CP047846.1	20651
CP130547.1	2853493
CP028189.1	2719423
CP007455.1	22990
CP077744.1	17455
CP120145.1	3128
CP001784.1	17256
CP030325.1	30429
CP162422.1	2796548
CP065353.1	2731537
CP138890.1	32187
CP168090.1	24653
CP062377.1	19781
